"NSFTV.ID","Exp","Rep","DayOfImaging","PSA"
"NSFTV_207","E3","1",6,41299
"NSFTV_207","E3","1",7,50599
"NSFTV_207","E3","1",8,67205
"NSFTV_207","E3","1",9,81508
"NSFTV_207","E3","1",10,97621
"NSFTV_207","E3","1",11,111600
"NSFTV_207","E3","1",12,133126
"NSFTV_207","E3","1",13,158275
"NSFTV_207","E3","1",14,178359
"NSFTV_207","E3","1",15,222586
"NSFTV_207","E3","1",16,267048
"NSFTV_207","E3","1",17,317539
"NSFTV_207","E3","1",18,365341
"NSFTV_207","E3","1",19,449617
"NSFTV_207","E3","1",20,515418
"NSFTV_207","E3","2",1,NA
"NSFTV_207","E3","2",2,NA
"NSFTV_207","E3","2",3,NA
"NSFTV_207","E3","2",4,NA
"NSFTV_207","E3","2",5,NA
"NSFTV_207","E3","2",6,NA
"NSFTV_207","E3","2",7,NA
"NSFTV_207","E3","2",8,NA
"NSFTV_207","E3","2",9,NA
"NSFTV_207","E3","2",10,NA
"NSFTV_207","E3","2",11,NA
"NSFTV_207","E3","2",12,NA
"NSFTV_207","E3","2",13,NA
"NSFTV_207","E3","2",14,NA
"NSFTV_207","E3","2",15,NA
"NSFTV_207","E3","2",16,NA
"NSFTV_207","E3","2",17,NA
"NSFTV_207","E3","2",18,NA
"NSFTV_207","E3","2",19,NA
"NSFTV_207","E3","2",20,NA
"NSFTV_208","E1","1",1,16587
"NSFTV_208","E1","1",2,21782
"NSFTV_208","E1","1",3,29671
"NSFTV_208","E1","1",4,37989
"NSFTV_208","E1","1",5,45928
"NSFTV_208","E1","1",6,57778
"NSFTV_208","E1","1",7,73097
"NSFTV_208","E1","1",8,87321
"NSFTV_208","E1","1",9,108188
"NSFTV_208","E1","1",10,121034
"NSFTV_208","E1","1",11,134330
"NSFTV_208","E1","1",12,153517
"NSFTV_208","E1","1",13,175428
"NSFTV_208","E1","1",14,209332
"NSFTV_208","E1","1",15,247504
"NSFTV_208","E1","1",16,271485
"NSFTV_208","E1","1",17,305041
"NSFTV_208","E1","1",18,351155
"NSFTV_208","E1","1",19,374107
"NSFTV_208","E1","1",20,408369
"NSFTV_208","E1","2",1,NA
"NSFTV_208","E1","2",2,NA
"NSFTV_208","E1","2",3,NA
"NSFTV_208","E1","2",4,NA
"NSFTV_208","E1","2",5,NA
"NSFTV_208","E1","2",6,NA
"NSFTV_208","E1","2",7,NA
"NSFTV_208","E1","2",8,NA
"NSFTV_208","E1","2",9,NA
"NSFTV_208","E1","2",10,NA
"NSFTV_208","E1","2",11,NA
"NSFTV_208","E1","2",12,NA
"NSFTV_208","E1","2",13,NA
"NSFTV_208","E1","2",14,NA
"NSFTV_208","E1","2",15,NA
"NSFTV_208","E1","2",16,NA
"NSFTV_208","E1","2",17,NA
"NSFTV_208","E1","2",18,NA
"NSFTV_208","E1","2",19,NA
"NSFTV_208","E1","2",20,NA
"NSFTV_208","E2","1",1,7944
"NSFTV_208","E2","1",2,8488
"NSFTV_208","E2","1",3,10259
"NSFTV_208","E2","1",4,13727
"NSFTV_208","E2","1",5,16972
"NSFTV_208","E2","1",6,19346
"NSFTV_208","E2","1",7,24828
"NSFTV_208","E2","1",8,27148
"NSFTV_208","E2","1",9,27846
"NSFTV_208","E2","1",10,32324
"NSFTV_208","E2","1",11,40744
"NSFTV_208","E2","1",12,43715
"NSFTV_208","E2","1",13,47748
"NSFTV_208","E2","1",14,54566
"NSFTV_208","E2","1",15,66913
"NSFTV_208","E2","1",16,81874
"NSFTV_208","E2","1",17,94179
"NSFTV_208","E2","1",18,114339
"NSFTV_208","E2","1",19,137478
"NSFTV_208","E2","1",20,151482
"NSFTV_208","E2","2",1,NA
"NSFTV_208","E2","2",2,NA
"NSFTV_208","E2","2",3,NA
"NSFTV_208","E2","2",4,NA
"NSFTV_208","E2","2",5,NA
"NSFTV_208","E2","2",6,NA
"NSFTV_208","E2","2",7,NA
"NSFTV_208","E2","2",8,NA
"NSFTV_208","E2","2",9,NA
"NSFTV_208","E2","2",10,NA
"NSFTV_208","E2","2",11,NA
"NSFTV_208","E2","2",12,NA
"NSFTV_208","E2","2",13,NA
"NSFTV_208","E2","2",14,NA
"NSFTV_208","E2","2",15,NA
"NSFTV_208","E2","2",16,NA
"NSFTV_208","E2","2",17,NA
"NSFTV_208","E2","2",18,NA
"NSFTV_208","E2","2",19,NA
"NSFTV_208","E2","2",20,NA
"NSFTV_208","E3","1",1,15269
"NSFTV_208","E3","1",2,17507
"NSFTV_208","E3","1",3,22874
"NSFTV_208","E3","1",4,26777
"NSFTV_208","E3","1",5,29666
"NSFTV_208","E3","1",6,40259
"NSFTV_208","E3","1",7,50074
"NSFTV_208","E3","1",8,62070
"NSFTV_208","E3","1",9,74801
"NSFTV_208","E3","1",10,92949
"NSFTV_208","E3","1",11,107623
"NSFTV_208","E3","1",12,131467
"NSFTV_208","E3","1",13,157121
"NSFTV_208","E3","1",14,184211
"NSFTV_208","E3","1",15,209502
"NSFTV_208","E3","1",16,260751
"NSFTV_208","E3","1",17,305432
"NSFTV_208","E3","1",18,348799
"NSFTV_208","E3","1",19,416203
"NSFTV_208","E3","1",20,485868
"NSFTV_208","E3","2",1,NA
"NSFTV_208","E3","2",2,NA
"NSFTV_208","E3","2",3,NA
"NSFTV_208","E3","2",4,NA
"NSFTV_208","E3","2",5,NA
"NSFTV_208","E3","2",6,NA
"NSFTV_208","E3","2",7,NA
"NSFTV_208","E3","2",8,NA
"NSFTV_208","E3","2",9,NA
"NSFTV_208","E3","2",10,NA
"NSFTV_208","E3","2",11,NA
"NSFTV_208","E3","2",12,NA
"NSFTV_208","E3","2",13,NA
"NSFTV_208","E3","2",14,NA
"NSFTV_208","E3","2",15,NA
"NSFTV_208","E3","2",16,NA
"NSFTV_208","E3","2",17,NA
"NSFTV_208","E3","2",18,NA
"NSFTV_208","E3","2",19,NA
"NSFTV_208","E3","2",20,NA
"NSFTV_209","E1","1",1,16725
"NSFTV_209","E1","1",2,23537
"NSFTV_209","E1","1",3,29385
"NSFTV_209","E1","1",4,37822
"NSFTV_209","E1","1",5,50613
"NSFTV_209","E1","1",6,64782
"NSFTV_209","E1","1",7,80532
"NSFTV_209","E1","1",8,108972
"NSFTV_209","E1","1",9,133091
"NSFTV_209","E1","1",10,159142
"NSFTV_209","E1","1",11,197896
"NSFTV_209","E1","1",12,230132
"NSFTV_209","E1","1",13,278063
"NSFTV_209","E1","1",14,324907
"NSFTV_209","E1","1",15,384528
"NSFTV_209","E1","1",16,449262
"NSFTV_209","E1","1",17,510241
"NSFTV_209","E1","1",18,582633
"NSFTV_209","E1","1",19,664388
"NSFTV_209","E1","1",20,744157
"NSFTV_209","E1","2",1,NA
"NSFTV_209","E1","2",2,NA
"NSFTV_209","E1","2",3,NA
"NSFTV_209","E1","2",4,NA
"NSFTV_209","E1","2",5,NA
"NSFTV_209","E1","2",6,NA
"NSFTV_209","E1","2",7,NA
"NSFTV_209","E1","2",8,NA
"NSFTV_209","E1","2",9,NA
"NSFTV_209","E1","2",10,NA
"NSFTV_209","E1","2",11,NA
"NSFTV_209","E1","2",12,NA
"NSFTV_209","E1","2",13,NA
"NSFTV_209","E1","2",14,NA
"NSFTV_209","E1","2",15,NA
"NSFTV_209","E1","2",16,NA
"NSFTV_209","E1","2",17,NA
"NSFTV_209","E1","2",18,NA
"NSFTV_209","E1","2",19,NA
"NSFTV_209","E1","2",20,NA
"NSFTV_209","E2","1",1,15265
"NSFTV_209","E2","1",2,18873
"NSFTV_209","E2","1",3,22759
"NSFTV_209","E2","1",4,28682
"NSFTV_209","E2","1",5,32902
"NSFTV_209","E2","1",6,41260
"NSFTV_209","E2","1",7,55426
"NSFTV_209","E2","1",8,56009
"NSFTV_209","E2","1",9,71225
"NSFTV_209","E2","1",10,83462
"NSFTV_209","E2","1",11,101399
"NSFTV_209","E2","1",12,114476
"NSFTV_209","E2","1",13,139181
"NSFTV_209","E2","1",14,163690
"NSFTV_209","E2","1",15,189988
"NSFTV_209","E2","1",16,221170
"NSFTV_209","E2","1",17,250955
"NSFTV_209","E2","1",18,316531
"NSFTV_209","E2","1",19,349494
"NSFTV_209","E2","1",20,398745
"NSFTV_209","E2","2",1,NA
"NSFTV_209","E2","2",2,NA
"NSFTV_209","E2","2",3,NA
"NSFTV_209","E2","2",4,NA
"NSFTV_209","E2","2",5,NA
"NSFTV_209","E2","2",6,NA
"NSFTV_209","E2","2",7,NA
"NSFTV_209","E2","2",8,NA
"NSFTV_209","E2","2",9,NA
"NSFTV_209","E2","2",10,NA
"NSFTV_209","E2","2",11,NA
"NSFTV_209","E2","2",12,NA
"NSFTV_209","E2","2",13,NA
"NSFTV_209","E2","2",14,NA
"NSFTV_209","E2","2",15,NA
"NSFTV_209","E2","2",16,NA
"NSFTV_209","E2","2",17,NA
"NSFTV_209","E2","2",18,NA
"NSFTV_209","E2","2",19,NA
"NSFTV_209","E2","2",20,NA
"NSFTV_209","E3","1",1,14788
"NSFTV_209","E3","1",2,18045
"NSFTV_209","E3","1",3,23160
"NSFTV_209","E3","1",4,27242
"NSFTV_209","E3","1",5,35936
"NSFTV_209","E3","1",6,46290
"NSFTV_209","E3","1",7,50448
"NSFTV_209","E3","1",8,61397
"NSFTV_209","E3","1",9,78077
"NSFTV_209","E3","1",10,100643
"NSFTV_209","E3","1",11,115430
"NSFTV_209","E3","1",12,147247
"NSFTV_209","E3","1",13,178498
"NSFTV_209","E3","1",14,215342
"NSFTV_209","E3","1",15,257731
"NSFTV_209","E3","1",16,304788
"NSFTV_209","E3","1",17,370682
"NSFTV_209","E3","1",18,423559
"NSFTV_209","E3","1",19,487869
"NSFTV_209","E3","1",20,561338
"NSFTV_209","E3","2",1,NA
"NSFTV_209","E3","2",2,NA
"NSFTV_209","E3","2",3,NA
"NSFTV_209","E3","2",4,NA
"NSFTV_209","E3","2",5,NA
"NSFTV_209","E3","2",6,NA
"NSFTV_209","E3","2",7,NA
"NSFTV_209","E3","2",8,NA
"NSFTV_209","E3","2",9,NA
"NSFTV_209","E3","2",10,NA
"NSFTV_209","E3","2",11,NA
"NSFTV_209","E3","2",12,NA
"NSFTV_209","E3","2",13,NA
"NSFTV_209","E3","2",14,NA
"NSFTV_209","E3","2",15,NA
"NSFTV_209","E3","2",16,NA
"NSFTV_209","E3","2",17,NA
"NSFTV_209","E3","2",18,NA
"NSFTV_209","E3","2",19,NA
"NSFTV_209","E3","2",20,NA
"NSFTV_21","E1","1",1,15627
"NSFTV_21","E1","1",2,23509
"NSFTV_21","E1","1",3,32217
"NSFTV_21","E1","1",4,36465
"NSFTV_21","E1","1",5,48093
"NSFTV_21","E1","1",6,65285
"NSFTV_21","E1","1",7,74475
"NSFTV_21","E1","1",8,95447
"NSFTV_21","E1","1",9,121437
"NSFTV_21","E1","1",10,145299
"NSFTV_21","E1","1",11,163035
"NSFTV_21","E1","1",12,195709
"NSFTV_21","E1","1",13,227085
"NSFTV_21","E1","1",14,262827
"NSFTV_21","E1","1",15,314628
"NSFTV_21","E1","1",16,349240
"NSFTV_21","E1","1",17,394343
"NSFTV_21","E1","1",18,451224
"NSFTV_21","E1","1",19,503886
"NSFTV_21","E1","1",20,575816
"NSFTV_21","E1","2",1,NA
"NSFTV_21","E1","2",2,NA
"NSFTV_21","E1","2",3,NA
"NSFTV_21","E1","2",4,NA
"NSFTV_21","E1","2",5,NA
"NSFTV_21","E1","2",6,NA
"NSFTV_21","E1","2",7,NA
"NSFTV_21","E1","2",8,NA
"NSFTV_21","E1","2",9,NA
"NSFTV_21","E1","2",10,NA
"NSFTV_21","E1","2",11,NA
"NSFTV_21","E1","2",12,NA
"NSFTV_21","E1","2",13,NA
"NSFTV_21","E1","2",14,NA
"NSFTV_21","E1","2",15,NA
"NSFTV_21","E1","2",16,NA
"NSFTV_21","E1","2",17,NA
"NSFTV_21","E1","2",18,NA
"NSFTV_21","E1","2",19,NA
"NSFTV_21","E1","2",20,NA
"NSFTV_21","E2","1",1,15911
"NSFTV_21","E2","1",2,20905
"NSFTV_21","E2","1",3,24663
"NSFTV_21","E2","1",4,32907
"NSFTV_21","E2","1",5,39207
"NSFTV_21","E2","1",6,46639
"NSFTV_21","E2","1",7,57651
"NSFTV_21","E2","1",8,74146
"NSFTV_21","E2","1",9,83549
"NSFTV_21","E2","1",10,95507
"NSFTV_21","E2","1",11,116774
"NSFTV_21","E2","1",12,136216
"NSFTV_21","E2","1",13,152401
"NSFTV_21","E2","1",14,178057
"NSFTV_21","E2","1",15,203959
"NSFTV_21","E2","1",16,229475
"NSFTV_21","E2","1",17,261583
"NSFTV_21","E2","1",18,304652
"NSFTV_21","E2","1",19,351973
"NSFTV_21","E2","1",20,381414
"NSFTV_21","E2","2",1,14658
"NSFTV_21","E2","2",2,17716
"NSFTV_21","E2","2",3,20975
"NSFTV_21","E2","2",4,28696
"NSFTV_21","E2","2",5,34724
"NSFTV_21","E2","2",6,40077
"NSFTV_21","E2","2",7,54797
"NSFTV_21","E2","2",8,58895
"NSFTV_21","E2","2",9,69570
"NSFTV_21","E2","2",10,80694
"NSFTV_21","E2","2",11,91422
"NSFTV_21","E2","2",12,114733
"NSFTV_21","E2","2",13,136696
"NSFTV_21","E2","2",14,146302
"NSFTV_21","E2","2",15,171090
"NSFTV_21","E2","2",16,215733
"NSFTV_21","E2","2",17,248471
"NSFTV_21","E2","2",18,295013
"NSFTV_21","E2","2",19,315496
"NSFTV_21","E2","2",20,346126
"NSFTV_21","E3","1",1,15208
"NSFTV_21","E3","1",2,18625
"NSFTV_21","E3","1",3,21065
"NSFTV_21","E3","1",4,27704
"NSFTV_21","E3","1",5,32353
"NSFTV_21","E3","1",6,41581
"NSFTV_21","E3","1",7,56265
"NSFTV_21","E3","1",8,73850
"NSFTV_21","E3","1",9,88387
"NSFTV_21","E3","1",10,110796
"NSFTV_21","E3","1",11,129698
"NSFTV_21","E3","1",12,156202
"NSFTV_21","E3","1",13,184011
"NSFTV_21","E3","1",14,210914
"NSFTV_21","E3","1",15,253135
"NSFTV_21","E3","1",16,318364
"NSFTV_21","E3","1",17,355688
"NSFTV_21","E3","1",18,416042
"NSFTV_21","E3","1",19,488406
"NSFTV_21","E3","1",20,577646
"NSFTV_21","E3","2",1,NA
"NSFTV_21","E3","2",2,NA
"NSFTV_21","E3","2",3,NA
"NSFTV_21","E3","2",4,NA
"NSFTV_21","E3","2",5,NA
"NSFTV_21","E3","2",6,NA
"NSFTV_21","E3","2",7,NA
"NSFTV_21","E3","2",8,NA
"NSFTV_21","E3","2",9,NA
"NSFTV_21","E3","2",10,NA
"NSFTV_21","E3","2",11,NA
"NSFTV_21","E3","2",12,NA
"NSFTV_21","E3","2",13,NA
"NSFTV_21","E3","2",14,NA
"NSFTV_21","E3","2",15,NA
"NSFTV_21","E3","2",16,NA
"NSFTV_21","E3","2",17,NA
"NSFTV_21","E3","2",18,NA
"NSFTV_21","E3","2",19,NA
"NSFTV_21","E3","2",20,NA
"NSFTV_211","E1","1",1,16792
"NSFTV_211","E1","1",2,19662
"NSFTV_211","E1","1",3,27176
"NSFTV_211","E1","1",4,34889
"NSFTV_211","E1","1",5,39481
"NSFTV_211","E1","1",6,49942
"NSFTV_211","E1","1",7,64983
"NSFTV_211","E1","1",8,80792
"NSFTV_211","E1","1",9,89376
"NSFTV_211","E1","1",10,111174
"NSFTV_211","E1","1",11,137470
"NSFTV_211","E1","1",12,162697
"NSFTV_211","E1","1",13,181880
"NSFTV_211","E1","1",14,196668
"NSFTV_211","E1","1",15,213429
"NSFTV_211","E1","1",16,228658
"NSFTV_211","E1","1",17,256946
"NSFTV_211","E1","1",18,314443
"NSFTV_211","E1","1",19,371363
"NSFTV_211","E1","1",20,413944
"NSFTV_211","E1","2",1,10740
"NSFTV_211","E1","2",2,13337
"NSFTV_211","E1","2",3,18183
"NSFTV_211","E1","2",4,22925
"NSFTV_211","E1","2",5,27113
"NSFTV_211","E1","2",6,33235
"NSFTV_211","E1","2",7,42316
"NSFTV_211","E1","2",8,51835
"NSFTV_211","E1","2",9,62868
"NSFTV_211","E1","2",10,69695
"NSFTV_211","E1","2",11,81279
"NSFTV_211","E1","2",12,94096
"NSFTV_211","E1","2",13,103827
"NSFTV_211","E1","2",14,125899
"NSFTV_211","E1","2",15,151835
"NSFTV_211","E1","2",16,165862
"NSFTV_211","E1","2",17,198837
"NSFTV_211","E1","2",18,244473
"NSFTV_211","E1","2",19,276484
"NSFTV_211","E1","2",20,310942
"NSFTV_211","E2","1",1,11091
"NSFTV_211","E2","1",2,12236
"NSFTV_211","E2","1",3,16643
"NSFTV_211","E2","1",4,19487
"NSFTV_211","E2","1",5,23419
"NSFTV_211","E2","1",6,28204
"NSFTV_211","E2","1",7,35321
"NSFTV_211","E2","1",8,50327
"NSFTV_211","E2","1",9,53601
"NSFTV_211","E2","1",10,64159
"NSFTV_211","E2","1",11,79153
"NSFTV_211","E2","1",12,87831
"NSFTV_211","E2","1",13,93825
"NSFTV_211","E2","1",14,104877
"NSFTV_211","E2","1",15,119874
"NSFTV_211","E2","1",16,154856
"NSFTV_211","E2","1",17,170807
"NSFTV_211","E2","1",18,212022
"NSFTV_211","E2","1",19,242494
"NSFTV_211","E2","1",20,273161
"NSFTV_211","E2","2",1,NA
"NSFTV_211","E2","2",2,NA
"NSFTV_211","E2","2",3,NA
"NSFTV_211","E2","2",4,NA
"NSFTV_211","E2","2",5,NA
"NSFTV_211","E2","2",6,NA
"NSFTV_211","E2","2",7,NA
"NSFTV_211","E2","2",8,NA
"NSFTV_211","E2","2",9,NA
"NSFTV_211","E2","2",10,NA
"NSFTV_211","E2","2",11,NA
"NSFTV_211","E2","2",12,NA
"NSFTV_211","E2","2",13,NA
"NSFTV_211","E2","2",14,NA
"NSFTV_211","E2","2",15,NA
"NSFTV_211","E2","2",16,NA
"NSFTV_211","E2","2",17,NA
"NSFTV_211","E2","2",18,NA
"NSFTV_211","E2","2",19,NA
"NSFTV_211","E2","2",20,NA
"NSFTV_211","E3","1",1,16419
"NSFTV_211","E3","1",2,18046
"NSFTV_211","E3","1",3,23067
"NSFTV_211","E3","1",4,27697
"NSFTV_211","E3","1",5,30528
"NSFTV_211","E3","1",6,36534
"NSFTV_211","E3","1",7,48110
"NSFTV_211","E3","1",8,60172
"NSFTV_211","E3","1",9,72368
"NSFTV_211","E3","1",10,89872
"NSFTV_211","E3","1",11,103842
"NSFTV_211","E3","1",12,122242
"NSFTV_211","E3","1",13,134763
"NSFTV_211","E3","1",14,152928
"NSFTV_211","E3","1",15,165439
"NSFTV_211","E3","1",16,201835
"NSFTV_211","E3","1",17,238573
"NSFTV_211","E3","1",18,270634
"NSFTV_211","E3","1",19,316982
"NSFTV_211","E3","1",20,369924
"NSFTV_211","E3","2",1,NA
"NSFTV_211","E3","2",2,NA
"NSFTV_211","E3","2",3,NA
"NSFTV_211","E3","2",4,NA
"NSFTV_211","E3","2",5,NA
"NSFTV_211","E3","2",6,NA
"NSFTV_211","E3","2",7,NA
"NSFTV_211","E3","2",8,NA
"NSFTV_211","E3","2",9,NA
"NSFTV_211","E3","2",10,NA
"NSFTV_211","E3","2",11,NA
"NSFTV_211","E3","2",12,NA
"NSFTV_211","E3","2",13,NA
"NSFTV_211","E3","2",14,NA
"NSFTV_211","E3","2",15,NA
"NSFTV_211","E3","2",16,NA
"NSFTV_211","E3","2",17,NA
"NSFTV_211","E3","2",18,NA
"NSFTV_211","E3","2",19,NA
"NSFTV_211","E3","2",20,NA
"NSFTV_213","E1","1",1,14931
"NSFTV_213","E1","1",2,18992
"NSFTV_213","E1","1",3,25510
"NSFTV_213","E1","1",4,29454
"NSFTV_213","E1","1",5,34995
"NSFTV_213","E1","1",6,43292
"NSFTV_213","E1","1",7,54180
"NSFTV_213","E1","1",8,67455
"NSFTV_213","E1","1",9,77608
"NSFTV_213","E1","1",10,100758
"NSFTV_213","E1","1",11,113322
"NSFTV_213","E1","1",12,128086
"NSFTV_213","E1","1",13,147438
"NSFTV_213","E1","1",14,173285
"NSFTV_213","E1","1",15,208966
"NSFTV_213","E1","1",16,224145
"NSFTV_213","E1","1",17,248757
"NSFTV_213","E1","1",18,294687
"NSFTV_213","E1","1",19,319841
"NSFTV_213","E1","1",20,381416
"NSFTV_213","E1","2",1,17314
"NSFTV_213","E1","2",2,20995
"NSFTV_213","E1","2",3,25340
"NSFTV_213","E1","2",4,32401
"NSFTV_213","E1","2",5,40414
"NSFTV_213","E1","2",6,45959
"NSFTV_213","E1","2",7,57511
"NSFTV_213","E1","2",8,76968
"NSFTV_213","E1","2",9,90701
"NSFTV_213","E1","2",10,99952
"NSFTV_213","E1","2",11,106943
"NSFTV_213","E1","2",12,119406
"NSFTV_213","E1","2",13,139959
"NSFTV_213","E1","2",14,176792
"NSFTV_213","E1","2",15,201142
"NSFTV_213","E1","2",16,221876
"NSFTV_213","E1","2",17,242290
"NSFTV_213","E1","2",18,277431
"NSFTV_213","E1","2",19,307593
"NSFTV_213","E1","2",20,355741
"NSFTV_213","E2","1",1,20022
"NSFTV_213","E2","1",2,26397
"NSFTV_213","E2","1",3,29482
"NSFTV_213","E2","1",4,33409
"NSFTV_213","E2","1",5,39565
"NSFTV_213","E2","1",6,45170
"NSFTV_213","E2","1",7,50013
"NSFTV_213","E2","1",8,55048
"NSFTV_213","E2","1",9,61406
"NSFTV_213","E2","1",10,70728
"NSFTV_213","E2","1",11,73543
"NSFTV_213","E2","1",12,78059
"NSFTV_213","E2","1",13,83988
"NSFTV_213","E2","1",14,99388
"NSFTV_213","E2","1",15,106677
"NSFTV_213","E2","1",16,126890
"NSFTV_213","E2","1",17,144335
"NSFTV_213","E2","1",18,167760
"NSFTV_213","E2","1",19,181808
"NSFTV_213","E2","1",20,202806
"NSFTV_213","E2","2",1,NA
"NSFTV_213","E2","2",2,NA
"NSFTV_213","E2","2",3,NA
"NSFTV_213","E2","2",4,NA
"NSFTV_213","E2","2",5,NA
"NSFTV_213","E2","2",6,NA
"NSFTV_213","E2","2",7,NA
"NSFTV_213","E2","2",8,NA
"NSFTV_213","E2","2",9,NA
"NSFTV_213","E2","2",10,NA
"NSFTV_213","E2","2",11,NA
"NSFTV_213","E2","2",12,NA
"NSFTV_213","E2","2",13,NA
"NSFTV_213","E2","2",14,NA
"NSFTV_213","E2","2",15,NA
"NSFTV_213","E2","2",16,NA
"NSFTV_213","E2","2",17,NA
"NSFTV_213","E2","2",18,NA
"NSFTV_213","E2","2",19,NA
"NSFTV_213","E2","2",20,NA
"NSFTV_213","E3","1",1,14547
"NSFTV_213","E3","1",2,18094
"NSFTV_213","E3","1",3,21903
"NSFTV_213","E3","1",4,26485
"NSFTV_213","E3","1",5,32422
"NSFTV_213","E3","1",6,42388
"NSFTV_213","E3","1",7,50393
"NSFTV_213","E3","1",8,57749
"NSFTV_213","E3","1",9,71858
"NSFTV_213","E3","1",10,88737
"NSFTV_213","E3","1",11,102059
"NSFTV_213","E3","1",12,115486
"NSFTV_213","E3","1",13,146254
"NSFTV_213","E3","1",14,168098
"NSFTV_213","E3","1",15,191107
"NSFTV_213","E3","1",16,231281
"NSFTV_213","E3","1",17,269920
"NSFTV_213","E3","1",18,323076
"NSFTV_213","E3","1",19,357156
"NSFTV_213","E3","1",20,416381
"NSFTV_213","E3","2",1,NA
"NSFTV_213","E3","2",2,NA
"NSFTV_213","E3","2",3,NA
"NSFTV_213","E3","2",4,NA
"NSFTV_213","E3","2",5,NA
"NSFTV_213","E3","2",6,NA
"NSFTV_213","E3","2",7,NA
"NSFTV_213","E3","2",8,NA
"NSFTV_213","E3","2",9,NA
"NSFTV_213","E3","2",10,NA
"NSFTV_213","E3","2",11,NA
"NSFTV_213","E3","2",12,NA
"NSFTV_213","E3","2",13,NA
"NSFTV_213","E3","2",14,NA
"NSFTV_213","E3","2",15,NA
"NSFTV_213","E3","2",16,NA
"NSFTV_213","E3","2",17,NA
"NSFTV_213","E3","2",18,NA
"NSFTV_213","E3","2",19,NA
"NSFTV_213","E3","2",20,NA
"NSFTV_214","E1","1",1,19653
"NSFTV_214","E1","1",2,24022
"NSFTV_214","E1","1",3,31312
"NSFTV_214","E1","1",4,39921
"NSFTV_214","E1","1",5,47207
"NSFTV_214","E1","1",6,56069
"NSFTV_214","E1","1",7,76617
"NSFTV_214","E1","1",8,90090
"NSFTV_214","E1","1",9,96957
"NSFTV_214","E1","1",10,113799
"NSFTV_214","E1","1",11,136636
"NSFTV_214","E1","1",12,163981
"NSFTV_214","E1","1",13,179313
"NSFTV_214","E1","1",14,198185
"NSFTV_214","E1","1",15,231091
"NSFTV_214","E1","1",16,254944
"NSFTV_214","E1","1",17,293829
"NSFTV_214","E1","1",18,333408
"NSFTV_214","E1","1",19,374411
"NSFTV_214","E1","1",20,419903
"NSFTV_214","E1","2",1,NA
"NSFTV_214","E1","2",2,NA
"NSFTV_214","E1","2",3,NA
"NSFTV_214","E1","2",4,NA
"NSFTV_214","E1","2",5,NA
"NSFTV_214","E1","2",6,NA
"NSFTV_214","E1","2",7,NA
"NSFTV_214","E1","2",8,NA
"NSFTV_214","E1","2",9,NA
"NSFTV_214","E1","2",10,NA
"NSFTV_214","E1","2",11,NA
"NSFTV_214","E1","2",12,NA
"NSFTV_214","E1","2",13,NA
"NSFTV_214","E1","2",14,NA
"NSFTV_214","E1","2",15,NA
"NSFTV_214","E1","2",16,NA
"NSFTV_214","E1","2",17,NA
"NSFTV_214","E1","2",18,NA
"NSFTV_214","E1","2",19,NA
"NSFTV_214","E1","2",20,NA
"NSFTV_214","E2","1",1,11970
"NSFTV_214","E2","1",2,14996
"NSFTV_214","E2","1",3,18499
"NSFTV_214","E2","1",4,22063
"NSFTV_214","E2","1",5,26332
"NSFTV_214","E2","1",6,33769
"NSFTV_214","E2","1",7,39435
"NSFTV_214","E2","1",8,43978
"NSFTV_214","E2","1",9,48959
"NSFTV_214","E2","1",10,58130
"NSFTV_214","E2","1",11,65642
"NSFTV_214","E2","1",12,68601
"NSFTV_214","E2","1",13,77908
"NSFTV_214","E2","1",14,88734
"NSFTV_214","E2","1",15,102542
"NSFTV_214","E2","1",16,121137
"NSFTV_214","E2","1",17,132034
"NSFTV_214","E2","1",18,158335
"NSFTV_214","E2","1",19,184337
"NSFTV_214","E2","1",20,182933
"NSFTV_214","E2","2",1,NA
"NSFTV_214","E2","2",2,NA
"NSFTV_214","E2","2",3,NA
"NSFTV_214","E2","2",4,NA
"NSFTV_214","E2","2",5,NA
"NSFTV_214","E2","2",6,NA
"NSFTV_214","E2","2",7,NA
"NSFTV_214","E2","2",8,NA
"NSFTV_214","E2","2",9,NA
"NSFTV_214","E2","2",10,NA
"NSFTV_214","E2","2",11,NA
"NSFTV_214","E2","2",12,NA
"NSFTV_214","E2","2",13,NA
"NSFTV_214","E2","2",14,NA
"NSFTV_214","E2","2",15,NA
"NSFTV_214","E2","2",16,NA
"NSFTV_214","E2","2",17,NA
"NSFTV_214","E2","2",18,NA
"NSFTV_214","E2","2",19,NA
"NSFTV_214","E2","2",20,NA
"NSFTV_214","E3","1",1,8894
"NSFTV_214","E3","1",2,11268
"NSFTV_214","E3","1",3,14578
"NSFTV_214","E3","1",4,17233
"NSFTV_214","E3","1",5,21096
"NSFTV_214","E3","1",6,26312
"NSFTV_214","E3","1",7,31681
"NSFTV_214","E3","1",8,40071
"NSFTV_214","E3","1",9,46192
"NSFTV_214","E3","1",10,58448
"NSFTV_214","E3","1",11,68147
"NSFTV_214","E3","1",12,77651
"NSFTV_214","E3","1",13,89431
"NSFTV_214","E3","1",14,109052
"NSFTV_214","E3","1",15,126248
"NSFTV_214","E3","1",16,154911
"NSFTV_214","E3","1",17,184377
"NSFTV_214","E3","1",18,211458
"NSFTV_214","E3","1",19,245613
"NSFTV_214","E3","1",20,281167
